,time,t2m
15996,2017-12-13,18.372955
15997,2017-12-13,13.847321
15998,2017-12-13,19.803131
15999,2017-12-13,27.92398
16000,2017-12-14,20.518463
16001,2017-12-14,17.206207
16002,2017-12-14,22.03189
16003,2017-12-14,27.063385
16004,2017-12-15,20.410797
16005,2017-12-15,17.174225
16006,2017-12-15,24.30777
16007,2017-12-15,27.280182
16008,2017-12-16,18.703278
16009,2017-12-16,15.997223
16010,2017-12-16,21.148834
16011,2017-12-16,28.51065
16012,2017-12-17,22.4357
16013,2017-12-17,18.389557
16014,2017-12-17,25.304108
16015,2017-12-17,24.76065
16016,2017-12-18,17.312897
16017,2017-12-18,16.084137
16018,2017-12-18,21.779694
16019,2017-12-18,26.024323
16020,2017-12-19,18.998932
16021,2017-12-19,16.953278
16022,2017-12-19,21.25528
16023,2017-12-19,26.134918
16024,2017-12-20,18.95401
16025,2017-12-20,18.70816
16026,2017-12-20,19.25357
16027,2017-12-20,19.208649
16028,2017-12-21,17.753326
16029,2017-12-21,16.922272
16030,2017-12-21,19.745758
16031,2017-12-21,23.381012
16032,2017-12-22,19.295563
16033,2017-12-22,17.39737
16034,2017-12-22,20.437164
16035,2017-12-22,25.609528
16036,2017-12-23,19.896881
16037,2017-12-23,18.497711
16038,2017-12-23,20.294586
16039,2017-12-23,19.704987
16040,2017-12-24,18.517487
16041,2017-12-24,18.646393
16042,2017-12-24,19.606354
16043,2017-12-24,19.28775
16044,2017-12-25,17.243805
16045,2017-12-25,16.540436
16046,2017-12-25,18.018951
16047,2017-12-25,21.815582
16048,2017-12-26,17.99356
16049,2017-12-26,15.962799
16050,2017-12-26,19.513824
16051,2017-12-26,22.560455
16052,2017-12-27,18.088043
16053,2017-12-27,17.17691
16054,2017-12-27,22.022614
16055,2017-12-27,25.188385
16056,2017-12-28,18.327057
16057,2017-12-28,17.23404
16058,2017-12-28,21.27481
16059,2017-12-28,25.424469
16060,2017-12-29,19.793121
16061,2017-12-29,17.689606
16062,2017-12-29,18.857574
16063,2017-12-29,21.853668
16064,2017-12-30,18.132477
16065,2017-12-30,16.553375
16066,2017-12-30,18.450592
16067,2017-12-30,23.053375
16068,2017-12-31,17.602692
16069,2017-12-31,16.219147
16070,2017-12-31,19.885406
16071,2017-12-31,26.077301
16072,2018-01-01,19.745514
16073,2018-01-01,17.768463
16074,2018-01-01,21.125885
16075,2018-01-01,22.977692
16076,2018-01-02,18.341217
16077,2018-01-02,17.461578
16078,2018-01-02,18.59903
16079,2018-01-02,18.20279
16080,2018-01-03,17.734528
16081,2018-01-03,16.88321
16082,2018-01-03,19.095612
16083,2018-01-03,23.796051
16084,2018-01-04,16.515778
16085,2018-01-04,12.377838
16086,2018-01-04,20.639313
16087,2018-01-04,26.659088
16088,2018-01-05,21.274078
16089,2018-01-05,16.649567
16090,2018-01-05,22.0065
16091,2018-01-05,27.455719
16092,2018-01-06,20.649567
16093,2018-01-06,17.025055
16094,2018-01-06,23.204254
16095,2018-01-06,21.269928
16096,2018-01-07,18.458649
16097,2018-01-07,16.108551
16098,2018-01-07,21.518463
16099,2018-01-07,25.810944
16100,2018-01-08,20.002106
16101,2018-01-08,15.864166
16102,2018-01-08,19.598785
16103,2018-01-08,25.523834
16104,2018-01-09,18.703522
16105,2018-01-09,14.186188
16106,2018-01-09,18.793365
16107,2018-01-09,21.569
16108,2018-01-10,18.733795
16109,2018-01-10,17.225739
16110,2018-01-10,18.46817
16111,2018-01-10,18.914948
16112,2018-01-11,17.27652
16113,2018-01-11,16.67569
16114,2018-01-11,18.949615
16115,2018-01-11,21.812653
16116,2018-01-12,18.542877
16117,2018-01-12,16.108551
16118,2018-01-12,19.350006
16119,2018-01-12,23.153229
16120,2018-01-13,18.531647
16121,2018-01-13,17.041168
16122,2018-01-13,19.400787
16123,2018-01-13,21.08902
16124,2018-01-14,17.986237
16125,2018-01-14,17.602692
16126,2018-01-14,18.009186
16127,2018-01-14,22.95523
16128,2018-01-15,18.546051
16129,2018-01-15,18.48941
16130,2018-01-15,19.941559
16131,2018-01-15,19.38858
16132,2018-01-16,18.380524
16133,2018-01-16,17.440094
16134,2018-01-16,19.543121
16135,2018-01-16,25.348541
16136,2018-01-17,18.895172
16137,2018-01-17,17.856354
16138,2018-01-17,20.326813
16139,2018-01-17,22.640533
16140,2018-01-18,19.800934
16141,2018-01-18,18.592682
16142,2018-01-18,19.35025
16143,2018-01-18,23.727692
16144,2018-01-19,17.161774
16145,2018-01-19,17.190582
16146,2018-01-19,19.963531
16147,2018-01-19,23.558258
16148,2018-01-20,18.855377
16149,2018-01-20,17.61734
16150,2018-01-20,19.9357
16151,2018-01-20,24.075104
16152,2018-01-21,19.121246
16153,2018-01-21,17.792877
16154,2018-01-21,20.53653
16155,2018-01-21,23.98111
16156,2018-01-22,17.030914
16157,2018-01-22,16.544342
16158,2018-01-22,20.915192
16159,2018-01-22,19.774567
16160,2018-01-23,18.498444
16161,2018-01-23,16.84732
16162,2018-01-23,22.37027
16163,2018-01-23,23.359772
16164,2018-01-24,18.278961
16165,2018-01-24,17.339996
16166,2018-01-24,22.582672
16167,2018-01-24,18.291656
16168,2018-01-25,17.222565
16169,2018-01-25,16.139557
16170,2018-01-25,20.569977
16171,2018-01-25,22.478668
16172,2018-01-26,19.055084
16173,2018-01-26,16.57193
16174,2018-01-26,18.965973
16175,2018-01-26,23.424225
16176,2018-01-27,17.54776
16177,2018-01-27,14.999908
16178,2018-01-27,18.424713
16179,2018-01-27,24.110992
16180,2018-01-28,19.391998
16181,2018-01-28,17.447418
16182,2018-01-28,18.143219
16183,2018-01-28,23.235504
16184,2018-01-29,19.687653
16185,2018-01-29,16.862213
16186,2018-01-29,20.782623
16187,2018-01-29,24.658112
16188,2018-01-30,19.230377
16189,2018-01-30,17.492096
16190,2018-01-30,19.281647
16191,2018-01-30,25.392242
