,time,latitude,longitude,number,step,surface,valid_time,pm2p5
3622,2009-01-22 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-22 12:00:00,0.0
3623,2009-01-22 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-22 18:00:00,1.1644158e-12
3624,2009-01-23 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-23 00:00:00,2.8966158e-09
3625,2009-01-23 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-23 06:00:00,3.0809169e-09
3626,2009-01-23 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-23 12:00:00,0.0
3627,2009-01-23 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-23 18:00:00,0.0
3628,2009-01-24 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-24 00:00:00,3.150916e-09
3629,2009-01-24 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-24 06:00:00,3.3109282e-09
3630,2009-01-24 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-24 12:00:00,5.963836e-10
3631,2009-01-24 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-24 18:00:00,1.2011327e-09
3632,2009-01-25 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-25 00:00:00,7.040139e-09
3633,2009-01-25 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-25 06:00:00,4.369806e-09
3634,2009-01-25 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-25 12:00:00,3.5094618e-09
3635,2009-01-25 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-25 18:00:00,2.7444917e-09
3636,2009-01-26 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-26 00:00:00,4.764317e-09
3637,2009-01-26 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-26 06:00:00,4.091607e-09
3638,2009-01-26 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-26 12:00:00,2.35525e-09
3639,2009-01-26 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-26 18:00:00,2.4556923e-09
3640,2009-01-27 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-27 00:00:00,3.863164e-09
3641,2009-01-27 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-27 06:00:00,3.4381662e-09
3642,2009-01-27 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-27 12:00:00,2.5448393e-11
3643,2009-01-27 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-27 18:00:00,5.980625e-10
3644,2009-01-28 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-28 00:00:00,2.9165113e-09
3645,2009-01-28 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-28 06:00:00,3.6646586e-09
3646,2009-01-28 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-28 12:00:00,7.177892e-09
3647,2009-01-28 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-28 18:00:00,6.833268e-09
3648,2009-01-29 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-29 00:00:00,7.814666e-09
3649,2009-01-29 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-29 06:00:00,7.032188e-09
3650,2009-01-29 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-29 12:00:00,1.6308547e-08
3651,2009-01-29 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-29 18:00:00,6.8850916e-09
3652,2009-01-30 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-30 00:00:00,6.761635e-09
3653,2009-01-30 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-30 06:00:00,7.1779063e-09
3654,2009-01-30 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-30 12:00:00,8.182255e-09
3655,2009-01-30 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-30 18:00:00,3.9011887e-09
3656,2009-01-31 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-31 00:00:00,3.2232703e-09
3657,2009-01-31 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-31 06:00:00,4.961784e-09
3658,2009-01-31 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-31 12:00:00,1.871663e-09
3659,2009-01-31 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-01-31 18:00:00,3.438895e-11
3660,2009-02-01 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-01 00:00:00,3.89419e-09
3661,2009-02-01 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-01 06:00:00,1.8148981e-08
3662,2009-02-01 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-01 12:00:00,3.1319995e-09
3663,2009-02-01 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-01 18:00:00,5.562386e-10
3664,2009-02-02 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-02 00:00:00,6.100013e-09
3665,2009-02-02 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-02 06:00:00,7.50639e-09
3666,2009-02-02 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-02 12:00:00,6.899729e-09
3667,2009-02-02 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-02 18:00:00,6.4120513e-09
3668,2009-02-03 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-03 00:00:00,6.584454e-09
3669,2009-02-03 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-03 06:00:00,5.22925e-09
3670,2009-02-03 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-03 12:00:00,9.399725e-10
3671,2009-02-03 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-03 18:00:00,2.6459368e-09
3672,2009-02-04 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-04 00:00:00,5.8201977e-09
3673,2009-02-04 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-04 06:00:00,4.3301007e-09
3674,2009-02-04 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-04 12:00:00,8.444022e-09
3675,2009-02-04 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-04 18:00:00,3.8413006e-09
3676,2009-02-05 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-05 00:00:00,4.552639e-09
3677,2009-02-05 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-05 06:00:00,6.9016544e-09
3678,2009-02-05 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-05 12:00:00,0.0
3679,2009-02-05 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-05 18:00:00,0.0
3680,2009-02-06 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-06 00:00:00,6.853437e-09
3681,2009-02-06 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-06 06:00:00,5.701594e-09
3682,2009-02-06 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-06 12:00:00,9.943111e-09
3683,2009-02-06 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-06 18:00:00,6.007909e-09
3684,2009-02-07 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-07 00:00:00,7.3114492e-09
3685,2009-02-07 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-07 06:00:00,9.5522275e-09
3686,2009-02-07 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-07 12:00:00,8.433293e-09
3687,2009-02-07 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-07 18:00:00,4.718192e-09
3688,2009-02-08 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-08 00:00:00,7.579597e-09
3689,2009-02-08 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-08 06:00:00,9.36619e-09
3690,2009-02-08 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-08 12:00:00,2.0769143e-08
3691,2009-02-08 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-08 18:00:00,1.3695242e-08
3692,2009-02-09 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-09 00:00:00,1.1559717e-08
3693,2009-02-09 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-09 06:00:00,1.2834864e-08
3694,2009-02-09 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-09 12:00:00,1.6977058e-08
3695,2009-02-09 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-09 18:00:00,1.4061232e-08
3696,2009-02-10 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-10 00:00:00,1.3110725e-08
3697,2009-02-10 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-10 06:00:00,8.765596e-09
3698,2009-02-10 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-10 12:00:00,1.1594681e-09
3699,2009-02-10 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-10 18:00:00,4.2638177e-09
3700,2009-02-11 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-11 00:00:00,6.708259e-09
3701,2009-02-11 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-11 06:00:00,6.382468e-09
3702,2009-02-11 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-11 12:00:00,1.1083852e-08
3703,2009-02-11 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-11 18:00:00,7.4502644e-09
3704,2009-02-12 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-12 00:00:00,5.0863065e-09
3705,2009-02-12 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-12 06:00:00,7.393872e-09
3706,2009-02-12 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-12 12:00:00,2.2323082e-10
3707,2009-02-12 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-12 18:00:00,3.6706263e-12
3708,2009-02-13 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-13 00:00:00,3.1452372e-09
3709,2009-02-13 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-13 06:00:00,4.5054023e-09
3710,2009-02-13 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-13 12:00:00,5.710291e-09
3711,2009-02-13 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-13 18:00:00,5.1526783e-09
3712,2009-02-14 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-14 00:00:00,9.67723e-09
3713,2009-02-14 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-14 06:00:00,7.251309e-09
3714,2009-02-14 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-14 12:00:00,0.0
3715,2009-02-14 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-14 18:00:00,0.0
3716,2009-02-15 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-15 00:00:00,5.407202e-09
3717,2009-02-15 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-15 06:00:00,5.40917e-09
3718,2009-02-15 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-15 12:00:00,5.740283e-09
3719,2009-02-15 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-15 18:00:00,4.39114e-09
3720,2009-02-16 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-16 00:00:00,5.8342557e-09
3721,2009-02-16 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-16 06:00:00,4.6336552e-09
3722,2009-02-16 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-16 12:00:00,8.816475e-09
3723,2009-02-16 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-16 18:00:00,7.301768e-09
3724,2009-02-17 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-17 00:00:00,7.689788e-09
3725,2009-02-17 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-17 06:00:00,3.914142e-09
3726,2009-02-17 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-17 12:00:00,7.284651e-09
3727,2009-02-17 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-17 18:00:00,3.979256e-09
3728,2009-02-18 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-18 00:00:00,6.30461e-09
3729,2009-02-18 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-18 06:00:00,6.934755e-09
3730,2009-02-18 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-18 12:00:00,1.7832427e-09
3731,2009-02-18 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-18 18:00:00,3.8710795e-09
3732,2009-02-19 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-19 00:00:00,6.677748e-09
3733,2009-02-19 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-19 06:00:00,6.6913017e-09
3734,2009-02-19 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-19 12:00:00,5.5567675e-09
3735,2009-02-19 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-19 18:00:00,1.8916233e-09
3736,2009-02-20 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-20 00:00:00,5.2464806e-09
3737,2009-02-20 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-20 06:00:00,6.1441696e-09
3738,2009-02-20 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-20 12:00:00,1.0237553e-08
3739,2009-02-20 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-20 18:00:00,3.6787846e-09
3740,2009-02-21 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-21 00:00:00,1.18550965e-08
3741,2009-02-21 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-21 06:00:00,1.825714e-08
3742,2009-02-21 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-21 12:00:00,1.5682613e-08
3743,2009-02-21 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-21 18:00:00,6.7049406e-09
3744,2009-02-22 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-22 00:00:00,8.4472696e-09
3745,2009-02-22 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-22 06:00:00,8.7347445e-09
3746,2009-02-22 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-22 12:00:00,8.3943785e-10
3747,2009-02-22 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-22 18:00:00,3.3648735e-09
3748,2009-02-23 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-23 00:00:00,8.3563485e-09
3749,2009-02-23 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-23 06:00:00,1.00315525e-08
3750,2009-02-23 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-23 12:00:00,1.3919902e-08
3751,2009-02-23 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-23 18:00:00,7.732602e-09
3752,2009-02-24 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-24 00:00:00,9.134208e-09
3753,2009-02-24 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-24 06:00:00,7.240615e-09
3754,2009-02-24 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-24 12:00:00,2.840533e-09
3755,2009-02-24 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-24 18:00:00,2.5621163e-09
3756,2009-02-25 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-25 00:00:00,3.514491e-09
3757,2009-02-25 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-25 06:00:00,3.0829013e-09
3758,2009-02-25 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-25 12:00:00,6.1383894e-09
3759,2009-02-25 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-25 18:00:00,7.00269e-09
3760,2009-02-26 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-26 00:00:00,4.6777586e-09
3761,2009-02-26 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-26 06:00:00,3.6059853e-09
3762,2009-02-26 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-26 12:00:00,2.3813218e-09
3763,2009-02-26 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-26 18:00:00,2.6938405e-09
3764,2009-02-27 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-27 00:00:00,5.2953695e-09
3765,2009-02-27 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-27 06:00:00,6.4164496e-09
3766,2009-02-27 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-27 12:00:00,1.0755421e-09
3767,2009-02-27 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-27 18:00:00,1.3623747e-10
3768,2009-02-28 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-28 00:00:00,5.4307883e-09
3769,2009-02-28 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-28 06:00:00,7.182969e-09
3770,2009-02-28 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-28 12:00:00,2.7768567e-09
3771,2009-02-28 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-02-28 18:00:00,2.3340925e-09
3772,2009-03-01 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-01 00:00:00,5.666294e-09
3773,2009-03-01 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-01 06:00:00,6.3905894e-09
3774,2009-03-01 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-01 12:00:00,1.39111656e-08
3775,2009-03-01 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-01 18:00:00,3.647326e-09
3776,2009-03-02 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-02 00:00:00,6.6918275e-09
3777,2009-03-02 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-02 06:00:00,7.875659e-09
3778,2009-03-02 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-02 12:00:00,1.5189137e-08
3779,2009-03-02 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-02 18:00:00,2.1638358e-09
3780,2009-03-03 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-03 00:00:00,3.8596717e-09
3781,2009-03-03 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-03 06:00:00,7.0618e-09
3782,2009-03-03 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-03 12:00:00,1.2785321e-08
3783,2009-03-03 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-03 18:00:00,5.4841607e-09
3784,2009-03-04 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-04 00:00:00,7.971483e-09
3785,2009-03-04 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-04 06:00:00,1.01461985e-08
3786,2009-03-04 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-04 12:00:00,7.1211907e-09
3787,2009-03-04 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-04 18:00:00,4.2529047e-10
3788,2009-03-05 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-05 00:00:00,4.4743196e-09
3789,2009-03-05 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-05 06:00:00,7.700681e-09
3790,2009-03-05 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-05 12:00:00,1.4767112e-09
3791,2009-03-05 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-05 18:00:00,5.846566e-09
3792,2009-03-06 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-06 00:00:00,7.2288806e-09
3793,2009-03-06 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-06 06:00:00,8.32852e-09
3794,2009-03-06 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-06 12:00:00,0.0
3795,2009-03-06 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-06 18:00:00,0.0
3796,2009-03-07 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-07 00:00:00,3.440498e-09
3797,2009-03-07 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-07 06:00:00,6.0011693e-09
3798,2009-03-07 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-07 12:00:00,8.291333e-11
3799,2009-03-07 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-07 18:00:00,0.0
3800,2009-03-08 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-08 00:00:00,3.4481598e-09
3801,2009-03-08 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-08 06:00:00,5.714547e-09
3802,2009-03-08 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-08 12:00:00,1.05471685e-08
3803,2009-03-08 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-08 18:00:00,4.97392e-09
3804,2009-03-09 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-09 00:00:00,3.4015155e-09
3805,2009-03-09 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-09 06:00:00,6.173952e-09
3806,2009-03-09 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-09 12:00:00,7.0190396e-09
3807,2009-03-09 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-09 18:00:00,2.8500478e-09
3808,2009-03-10 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-10 00:00:00,5.6477987e-09
3809,2009-03-10 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-10 06:00:00,9.144227e-09
3810,2009-03-10 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-10 12:00:00,1.16466765e-08
3811,2009-03-10 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-10 18:00:00,1.3137981e-08
3812,2009-03-11 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-11 00:00:00,1.2164932e-08
3813,2009-03-11 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-11 06:00:00,4.554362e-09
3814,2009-03-11 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-11 12:00:00,6.6459993e-10
3815,2009-03-11 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-11 18:00:00,2.1753301e-09
3816,2009-03-12 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-12 00:00:00,4.714746e-09
3817,2009-03-12 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-12 06:00:00,9.331863e-09
3818,2009-03-12 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-12 12:00:00,6.3925576e-09
3819,2009-03-12 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-12 18:00:00,4.8580766e-09
3820,2009-03-13 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-13 00:00:00,9.5987644e-09
3821,2009-03-13 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-13 06:00:00,1.3257441e-08
3822,2009-03-13 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-13 12:00:00,1.8172283e-08
3823,2009-03-13 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-13 18:00:00,7.803852e-09
3824,2009-03-14 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-14 00:00:00,8.129046e-09
3825,2009-03-14 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-14 06:00:00,1.0078143e-08
3826,2009-03-14 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-14 12:00:00,8.7816545e-09
3827,2009-03-14 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-14 18:00:00,1.0893202e-09
3828,2009-03-15 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-15 00:00:00,6.277382e-09
3829,2009-03-15 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-15 06:00:00,1.1695796e-08
3830,2009-03-15 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-15 12:00:00,0.0
3831,2009-03-15 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-15 18:00:00,0.0
3832,2009-03-16 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-16 00:00:00,4.688779e-09
3833,2009-03-16 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-16 06:00:00,1.0039045e-08
3834,2009-03-16 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-16 12:00:00,0.0
3835,2009-03-16 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-16 18:00:00,0.0
3836,2009-03-17 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-17 00:00:00,7.114611e-09
3837,2009-03-17 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-17 06:00:00,8.423935e-09
3838,2009-03-17 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-17 12:00:00,4.751101e-09
3839,2009-03-17 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-17 18:00:00,2.5862907e-09
3840,2009-03-18 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-18 00:00:00,1.4728478e-08
3841,2009-03-18 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-18 06:00:00,2.1855318e-08
3842,2009-03-18 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-18 12:00:00,1.2944319e-08
3843,2009-03-18 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-18 18:00:00,4.1948596e-09
3844,2009-03-19 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-19 00:00:00,8.584301e-09
3845,2009-03-19 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-19 06:00:00,5.7299268e-09
3846,2009-03-19 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-19 12:00:00,8.032135e-09
3847,2009-03-19 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-19 18:00:00,5.7993574e-09
3848,2009-03-20 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-20 00:00:00,7.398615e-09
3849,2009-03-20 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-20 06:00:00,5.5239333e-09
3850,2009-03-20 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-20 12:00:00,7.418933e-09
3851,2009-03-20 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-20 18:00:00,5.987747e-09
3852,2009-03-21 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-21 00:00:00,8.12306e-09
3853,2009-03-21 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-21 06:00:00,9.529469e-09
3854,2009-03-21 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-21 12:00:00,2.4454496e-09
3855,2009-03-21 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-21 18:00:00,2.7363538e-09
3856,2009-03-22 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-22 00:00:00,6.026923e-09
3857,2009-03-22 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-22 06:00:00,8.193705e-09
3858,2009-03-22 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-22 12:00:00,2.357148e-09
3859,2009-03-22 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-22 18:00:00,2.8924416e-09
3860,2009-03-23 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-23 00:00:00,6.241663e-09
3861,2009-03-23 06:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-23 06:00:00,7.425033e-09
3862,2009-03-23 12:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-23 12:00:00,1.887057e-09
3863,2009-03-23 18:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-23 18:00:00,2.931473e-09
3864,2009-03-24 00:00:00,-26.6,-52.1,0,0 days,0.0,2009-03-24 00:00:00,5.538457e-09
